2020-04-02 11:09:27,759 fill_mydatabase.py  INFO  (1, 'user1', 'user1@gmail.com', 1000, 'Male', 'Pune')
2020-04-02 11:09:27,835 fill_mydatabase.py  INFO  (23, 'user23', 'user23@gmail.com', 23000, 'Female', 'Bangalore')
2020-04-02 11:09:27,838 fill_mydatabase.py  INFO  (24, 'user24', 'user24@gmail.com', 24000, 'Male', 'Bangalore')
2020-04-02 11:09:27,840 fill_mydatabase.py  INFO  (25, 'user25', 'user25@gmail.com', 25000, 'Female', 'Hyderabad')
2020-04-02 11:09:27,843 fill_mydatabase.py  INFO  (26, 'user26', 'user26@gmail.com', 26000, 'Female', 'Chennai')
2020-04-02 11:09:27,846 fill_mydatabase.py  INFO  (27, 'user27', 'user27@gmail.com', 27000, 'Male', 'Chennai')
2020-04-02 11:09:27,849 fill_mydatabase.py  INFO  (28, 'user28', 'user28@gmail.com', 28000, 'Female', 'Hyderabad')
2020-04-02 11:09:27,852 fill_mydatabase.py  INFO  (29, 'user29', 'user29@gmail.com', 29000, 'Male', 'Bangalore')
2020-04-02 11:09:27,855 fill_mydatabase.py  INFO  (30, 'user30', 'user30@gmail.com', 30000, 'Male', 'Bangalore')
2020-04-02 11:09:27,858 fill_mydatabase.py  INFO  (31, 'user31', 'user31@gmail.com', 31000, 'Female', 'Ahmedabad')
2020-04-02 11:09:27,862 fill_mydatabase.py  INFO  (32, 'user32', 'user32@gmail.com', 32000, 'Male', 'Mumbai')
2020-04-02 11:09:27,866 fill_mydatabase.py  INFO  (33, 'user33', 'user33@gmail.com', 33000, 'Female', 'Bangalore')
2020-04-02 11:09:27,870 fill_mydatabase.py  INFO  (34, 'user34', 'user34@gmail.com', 34000, 'Male', 'Pune')
2020-04-02 11:09:27,874 fill_mydatabase.py  INFO  (35, 'user35', 'user35@gmail.com', 35000, 'Female', 'Pune')
2020-04-02 11:09:27,880 fill_mydatabase.py  INFO  (36, 'user36', 'user36@gmail.com', 36000, 'Male', 'Ahmedabad')
2020-04-02 11:09:27,885 fill_mydatabase.py  INFO  (37, 'user37', 'user37@gmail.com', 37000, 'Male', 'Chennai')
2020-04-02 11:09:27,891 fill_mydatabase.py  INFO  (38, 'user38', 'user38@gmail.com', 38000, 'Male', 'Chennai')
2020-04-02 11:09:27,898 fill_mydatabase.py  INFO  (39, 'user39', 'user39@gmail.com', 39000, 'Male', 'Pune')
2020-04-02 11:09:27,904 fill_mydatabase.py  INFO  (40, 'user40', 'user40@gmail.com', 40000, 'Female', 'Pune')
2020-04-02 11:09:27,910 fill_mydatabase.py  INFO  (41, 'user41', 'user41@gmail.com', 41000, 'Female', 'Chennai')
2020-04-02 11:09:27,918 fill_mydatabase.py  INFO  (42, 'user42', 'user42@gmail.com', 42000, 'Male', 'Pune')
2020-04-02 11:09:27,925 fill_mydatabase.py  INFO  (43, 'user43', 'user43@gmail.com', 43000, 'Male', 'Ahmedabad')
2020-04-02 11:09:27,932 fill_mydatabase.py  INFO  (44, 'user44', 'user44@gmail.com', 44000, 'Male', 'Hyderabad')
2020-04-02 11:09:27,937 fill_mydatabase.py  INFO  (45, 'user45', 'user45@gmail.com', 45000, 'Female', 'Bangalore')
2020-04-02 11:09:27,944 fill_mydatabase.py  INFO  (46, 'user46', 'user46@gmail.com', 46000, 'Female', 'Mumbai')
2020-04-02 11:09:27,950 fill_mydatabase.py  INFO  (47, 'user47', 'user47@gmail.com', 47000, 'Female', 'Mumbai')
2020-04-02 11:09:27,959 fill_mydatabase.py  INFO  (48, 'user48', 'user48@gmail.com', 48000, 'Female', 'Hyderabad')
2020-04-02 11:09:27,965 fill_mydatabase.py  INFO  (49, 'user49', 'user49@gmail.com', 49000, 'Male', 'Pune')
2020-04-02 11:09:27,971 fill_mydatabase.py  INFO  (50, 'user50', 'user50@gmail.com', 45000, 'Female', 'Chennai')
2020-04-02 11:09:27,978 fill_mydatabase.py  INFO  (51, 'user51', 'user51@gmail.com', 45900, 'Male', 'Ahmedabad')
2020-04-02 11:09:27,985 fill_mydatabase.py  INFO  (52, 'user52', 'user52@gmail.com', 46800, 'Female', 'Chennai')
2020-04-02 11:09:27,990 fill_mydatabase.py  INFO  (53, 'user53', 'user53@gmail.com', 47700, 'Female', 'Mumbai')
2020-04-02 11:09:27,997 fill_mydatabase.py  INFO  (54, 'user54', 'user54@gmail.com', 48600, 'Male', 'Mumbai')
2020-04-02 11:09:28,003 fill_mydatabase.py  INFO  (55, 'user55', 'user55@gmail.com', 49500, 'Female', 'Mumbai')
2020-04-02 11:09:28,010 fill_mydatabase.py  INFO  (56, 'user56', 'user56@gmail.com', 50400, 'Male', 'Chennai')
2020-04-02 11:09:28,016 fill_mydatabase.py  INFO  (57, 'user57', 'user57@gmail.com', 51300, 'Male', 'Ahmedabad')
2020-04-02 11:09:28,023 fill_mydatabase.py  INFO  (58, 'user58', 'user58@gmail.com', 52200, 'Female', 'Chennai')
2020-04-02 11:09:28,029 fill_mydatabase.py  INFO  (59, 'user59', 'user59@gmail.com', 53100, 'Male', 'Bangalore')
2020-04-02 11:09:28,035 fill_mydatabase.py  INFO  (60, 'user60', 'user60@gmail.com', 54000, 'Female', 'Mumbai')
2020-04-02 11:09:28,041 fill_mydatabase.py  INFO  (61, 'user61', 'user61@gmail.com', 54900, 'Male', 'Mumbai')
2020-04-02 11:09:28,048 fill_mydatabase.py  INFO  (62, 'user62', 'user62@gmail.com', 55800, 'Female', 'Ahmedabad')
2020-04-02 11:09:28,054 fill_mydatabase.py  INFO  (63, 'user63', 'user63@gmail.com', 56700, 'Female', 'Pune')
2020-04-02 11:09:28,061 fill_mydatabase.py  INFO  (64, 'user64', 'user64@gmail.com', 57600, 'Female', 'Ahmedabad')
2020-04-02 11:09:28,067 fill_mydatabase.py  INFO  (65, 'user65', 'user65@gmail.com', 58500, 'Female', 'Bangalore')
2020-04-02 11:09:28,073 fill_mydatabase.py  INFO  (66, 'user66', 'user66@gmail.com', 59400, 'Female', 'Chennai')
2020-04-02 11:09:28,081 fill_mydatabase.py  INFO  (67, 'user67', 'user67@gmail.com', 60300, 'Female', 'Pune')
2020-04-02 11:09:28,088 fill_mydatabase.py  INFO  (68, 'user68', 'user68@gmail.com', 61200, 'Male', 'Bangalore')
2020-04-02 11:09:28,094 fill_mydatabase.py  INFO  (69, 'user69', 'user69@gmail.com', 62100, 'Female', 'Ahmedabad')
2020-04-02 11:09:28,100 fill_mydatabase.py  INFO  (70, 'user70', 'user70@gmail.com', 35000, 'Male', 'Chennai')
2020-04-02 11:09:28,105 fill_mydatabase.py  INFO  (71, 'user71', 'user71@gmail.com', 35500, 'Male', 'Pune')
2020-04-02 11:09:28,112 fill_mydatabase.py  INFO  (72, 'user72', 'user72@gmail.com', 36000, 'Female', 'Chennai')
2020-04-02 11:09:28,117 fill_mydatabase.py  INFO  (73, 'user73', 'user73@gmail.com', 36500, 'Male', 'Chennai')
2020-04-02 11:09:28,123 fill_mydatabase.py  INFO  (74, 'user74', 'user74@gmail.com', 37000, 'Female', 'Mumbai')
2020-04-02 11:09:28,129 fill_mydatabase.py  INFO  (75, 'user75', 'user75@gmail.com', 37500, 'Female', 'Bangalore')
2020-04-02 11:09:28,134 fill_mydatabase.py  INFO  (76, 'user76', 'user76@gmail.com', 38000, 'Male', 'Pune')
2020-04-02 11:09:28,140 fill_mydatabase.py  INFO  (77, 'user77', 'user77@gmail.com', 38500, 'Female', 'Chennai')
2020-04-02 11:09:28,146 fill_mydatabase.py  INFO  (78, 'user78', 'user78@gmail.com', 39000, 'Male', 'Pune')
2020-04-02 11:09:28,151 fill_mydatabase.py  INFO  (79, 'user79', 'user79@gmail.com', 39500, 'Female', 'Hyderabad')
2020-04-02 11:09:28,158 fill_mydatabase.py  INFO  (80, 'user80', 'user80@gmail.com', 40000, 'Male', 'Mumbai')
2020-04-02 11:09:28,166 fill_mydatabase.py  INFO  (81, 'user81', 'user81@gmail.com', 40500, 'Male', 'Chennai')
2020-04-02 11:09:28,172 fill_mydatabase.py  INFO  (82, 'user82', 'user82@gmail.com', 41000, 'Female', 'Ahmedabad')
2020-04-02 11:09:28,177 fill_mydatabase.py  INFO  (83, 'user83', 'user83@gmail.com', 41500, 'Female', 'Mumbai')
2020-04-02 11:09:28,184 fill_mydatabase.py  INFO  (84, 'user84', 'user84@gmail.com', 42000, 'Male', 'Ahmedabad')
2020-04-02 11:09:28,189 fill_mydatabase.py  INFO  (85, 'user85', 'user85@gmail.com', 42500, 'Female', 'Pune')
2020-04-02 11:09:28,196 fill_mydatabase.py  INFO  (86, 'user86', 'user86@gmail.com', 43000, 'Female', 'Bangalore')
2020-04-02 11:09:28,202 fill_mydatabase.py  INFO  (87, 'user87', 'user87@gmail.com', 43500, 'Male', 'Mumbai')
2020-04-02 11:09:28,208 fill_mydatabase.py  INFO  (88, 'user88', 'user88@gmail.com', 44000, 'Male', 'Pune')
2020-04-02 11:09:28,214 fill_mydatabase.py  INFO  (89, 'user89', 'user89@gmail.com', 44500, 'Female', 'Hyderabad')
2020-04-02 11:09:28,220 fill_mydatabase.py  INFO  (90, 'user90', 'user90@gmail.com', 45000, 'Female', 'Chennai')
2020-04-02 11:09:28,227 fill_mydatabase.py  INFO  (91, 'user91', 'user91@gmail.com', 45500, 'Male', 'Mumbai')
2020-04-02 11:09:28,233 fill_mydatabase.py  INFO  (92, 'user92', 'user92@gmail.com', 46000, 'Female', 'Mumbai')
2020-04-02 11:09:28,239 fill_mydatabase.py  INFO  (93, 'user93', 'user93@gmail.com', 46500, 'Female', 'Mumbai')
2020-04-02 11:09:28,244 fill_mydatabase.py  INFO  (94, 'user94', 'user94@gmail.com', 47000, 'Male', 'Pune')
2020-04-02 11:09:28,250 fill_mydatabase.py  INFO  (95, 'user95', 'user95@gmail.com', 47500, 'Female', 'Pune')
2020-04-02 11:09:28,256 fill_mydatabase.py  INFO  (96, 'user96', 'user96@gmail.com', 48000, 'Female', 'Chennai')
2020-04-02 11:09:28,262 fill_mydatabase.py  INFO  (97, 'user97', 'user97@gmail.com', 48500, 'Male', 'Pune')
2020-04-02 11:09:28,268 fill_mydatabase.py  INFO  (98, 'user98', 'user98@gmail.com', 49000, 'Male', 'Pune')
2020-04-02 11:09:28,274 fill_mydatabase.py  INFO  (99, 'user99', 'user99@gmail.com', 49500, 'Female', 'Ahmedabad')
2020-04-02 11:09:28,281 fill_mydatabase.py  INFO  (100, 'user100', 'user100@gmail.com', 50000, 'Female', 'Chennai')
2020-04-02 11:09:28,286 fill_mydatabase.py  INFO  (101, 'user101', 'user101@gmail.com', 50500, 'Male', 'Mumbai')
2020-04-02 11:09:28,293 fill_mydatabase.py  INFO  (102, 'user102', 'user102@gmail.com', 51000, 'Female', 'Pune')
2020-04-02 11:09:28,298 fill_mydatabase.py  INFO  (103, 'user103', 'user103@gmail.com', 51500, 'Male', 'Pune')
2020-04-02 11:09:28,304 fill_mydatabase.py  INFO  (104, 'user104', 'user104@gmail.com', 52000, 'Male', 'Ahmedabad')
2020-04-02 11:09:28,311 fill_mydatabase.py  INFO  (105, 'user105', 'user105@gmail.com', 52500, 'Female', 'Pune')
2020-04-02 11:09:28,317 fill_mydatabase.py  INFO  (106, 'user106', 'user106@gmail.com', 53000, 'Female', 'Mumbai')
2020-04-02 11:09:28,323 fill_mydatabase.py  INFO  (107, 'user107', 'user107@gmail.com', 53500, 'Male', 'Hyderabad')
2020-04-02 11:09:28,329 fill_mydatabase.py  INFO  (108, 'user108', 'user108@gmail.com', 54000, 'Female', 'Chennai')
2020-04-02 11:09:28,335 fill_mydatabase.py  INFO  (109, 'user109', 'user109@gmail.com', 54500, 'Female', 'Mumbai')
2020-04-02 11:09:28,340 fill_mydatabase.py  INFO  (110, 'user110', 'user110@gmail.com', 55000, 'Male', 'Chennai')
2020-04-02 11:09:28,347 fill_mydatabase.py  INFO  (111, 'user111', 'user111@gmail.com', 55500, 'Female', 'Ahmedabad')
2020-04-02 11:09:28,352 fill_mydatabase.py  INFO  (112, 'user112', 'user112@gmail.com', 56000, 'Female', 'Pune')
2020-04-02 11:09:28,358 fill_mydatabase.py  INFO  (113, 'user113', 'user113@gmail.com', 56500, 'Female', 'Bangalore')
2020-04-02 11:09:28,364 fill_mydatabase.py  INFO  (114, 'user114', 'user114@gmail.com', 57000, 'Female', 'Ahmedabad')
2020-04-02 11:09:28,371 fill_mydatabase.py  INFO  (115, 'user115', 'user115@gmail.com', 57500, 'Male', 'Pune')
2020-04-02 11:09:28,376 fill_mydatabase.py  INFO  (116, 'user116', 'user116@gmail.com', 58000, 'Male', 'Mumbai')
2020-04-02 11:09:28,382 fill_mydatabase.py  INFO  (117, 'user117', 'user117@gmail.com', 58500, 'Female', 'Chennai')
2020-04-02 11:09:28,389 fill_mydatabase.py  INFO  (118, 'user118', 'user118@gmail.com', 59000, 'Female', 'Hyderabad')
2020-04-02 11:09:28,394 fill_mydatabase.py  INFO  (119, 'user119', 'user119@gmail.com', 59500, 'Male', 'Bangalore')
2020-04-02 11:09:28,399 fill_mydatabase.py  INFO  (120, 'user120', 'user120@gmail.com', 60000, 'Female', 'Ahmedabad')
2020-04-02 11:09:28,406 fill_mydatabase.py  INFO  (121, 'user121', 'user121@gmail.com', 60500, 'Female', 'Ahmedabad')
2020-04-02 11:09:28,413 fill_mydatabase.py  INFO  (122, 'user122', 'user122@gmail.com', 61000, 'Male', 'Hyderabad')
2020-04-02 11:09:28,419 fill_mydatabase.py  INFO  (123, 'user123', 'user123@gmail.com', 61500, 'Male', 'Bangalore')
2020-04-02 11:09:28,424 fill_mydatabase.py  INFO  (124, 'user124', 'user124@gmail.com', 62000, 'Female', 'Ahmedabad')
2020-04-02 11:09:28,430 fill_mydatabase.py  INFO  (125, 'user125', 'user125@gmail.com', 62500, 'Female', 'Mumbai')
2020-04-02 11:09:28,436 fill_mydatabase.py  INFO  (126, 'user126', 'user126@gmail.com', 63000, 'Male', 'Chennai')
2020-04-02 11:09:28,442 fill_mydatabase.py  INFO  (127, 'user127', 'user127@gmail.com', 63500, 'Female', 'Mumbai')
2020-04-02 11:09:28,447 fill_mydatabase.py  INFO  (128, 'user128', 'user128@gmail.com', 64000, 'Male', 'Ahmedabad')
2020-04-02 11:09:28,453 fill_mydatabase.py  INFO  (129, 'user129', 'user129@gmail.com', 64500, 'Female', 'Chennai')
2020-04-02 11:09:28,459 fill_mydatabase.py  INFO  (130, 'user130', 'user130@gmail.com', 65000, 'Female', 'Pune')
2020-04-02 11:09:28,465 fill_mydatabase.py  INFO  (131, 'user131', 'user131@gmail.com', 65500, 'Male', 'Chennai')
2020-04-02 11:09:28,471 fill_mydatabase.py  INFO  (132, 'user132', 'user132@gmail.com', 66000, 'Male', 'Hyderabad')
2020-04-02 11:09:28,477 fill_mydatabase.py  INFO  (133, 'user133', 'user133@gmail.com', 66500, 'Male', 'Mumbai')
2020-04-02 11:09:28,483 fill_mydatabase.py  INFO  (134, 'user134', 'user134@gmail.com', 67000, 'Male', 'Ahmedabad')
2020-04-02 11:09:28,490 fill_mydatabase.py  INFO  (135, 'user135', 'user135@gmail.com', 67500, 'Female', 'Chennai')
2020-04-02 11:09:28,495 fill_mydatabase.py  INFO  (136, 'user136', 'user136@gmail.com', 68000, 'Female', 'Bangalore')
2020-04-02 11:09:28,502 fill_mydatabase.py  INFO  (137, 'user137', 'user137@gmail.com', 68500, 'Male', 'Hyderabad')
2020-04-02 11:09:28,507 fill_mydatabase.py  INFO  (138, 'user138', 'user138@gmail.com', 69000, 'Male', 'Chennai')
2020-04-02 11:09:28,513 fill_mydatabase.py  INFO  (139, 'user139', 'user139@gmail.com', 69500, 'Female', 'Mumbai')
2020-04-02 11:09:28,519 fill_mydatabase.py  INFO  (140, 'user140', 'user140@gmail.com', 70000, 'Female', 'Hyderabad')
2020-04-02 11:09:28,524 fill_mydatabase.py  INFO  (141, 'user141', 'user141@gmail.com', 70500, 'Female', 'Chennai')
2020-04-02 11:09:28,530 fill_mydatabase.py  INFO  (142, 'user142', 'user142@gmail.com', 71000, 'Female', 'Mumbai')
2020-04-02 11:09:28,535 fill_mydatabase.py  INFO  (143, 'user143', 'user143@gmail.com', 71500, 'Male', 'Chennai')
2020-04-02 11:09:28,540 fill_mydatabase.py  INFO  (144, 'user144', 'user144@gmail.com', 72000, 'Female', 'Pune')
2020-04-02 11:09:28,546 fill_mydatabase.py  INFO  (145, 'user145', 'user145@gmail.com', 72500, 'Male', 'Hyderabad')
2020-04-02 11:09:28,551 fill_mydatabase.py  INFO  (146, 'user146', 'user146@gmail.com', 73000, 'Male', 'Ahmedabad')
2020-04-02 11:09:28,557 fill_mydatabase.py  INFO  (147, 'user147', 'user147@gmail.com', 73500, 'Female', 'Mumbai')
2020-04-02 11:09:28,563 fill_mydatabase.py  INFO  (148, 'user148', 'user148@gmail.com', 74000, 'Female', 'Mumbai')
2020-04-02 11:09:28,568 fill_mydatabase.py  INFO  (149, 'user149', 'user149@gmail.com', 74500, 'Female', 'Hyderabad')
2020-04-02 11:09:28,573 fill_mydatabase.py  INFO  (150, 'user150', 'user150@gmail.com', 75000, 'Male', 'Mumbai')
2020-04-02 11:09:28,580 fill_mydatabase.py  INFO  (151, 'user151', 'user151@gmail.com', 75500, 'Female', 'Chennai')
2020-04-02 11:09:28,584 fill_mydatabase.py  INFO  (152, 'user152', 'user152@gmail.com', 76000, 'Male', 'Ahmedabad')
2020-04-02 11:09:28,590 fill_mydatabase.py  INFO  (153, 'user153', 'user153@gmail.com', 76500, 'Male', 'Pune')
2020-04-02 11:09:28,595 fill_mydatabase.py  INFO  (154, 'user154', 'user154@gmail.com', 77000, 'Female', 'Pune')
2020-04-02 11:09:28,601 fill_mydatabase.py  INFO  (155, 'user155', 'user155@gmail.com', 77500, 'Female', 'Chennai')
2020-04-02 11:09:28,605 fill_mydatabase.py  INFO  (156, 'user156', 'user156@gmail.com', 78000, 'Male', 'Hyderabad')
2020-04-02 11:09:28,611 fill_mydatabase.py  INFO  (157, 'user157', 'user157@gmail.com', 78500, 'Female', 'Chennai')
2020-04-02 11:09:28,616 fill_mydatabase.py  INFO  (158, 'user158', 'user158@gmail.com', 79000, 'Male', 'Pune')
2020-04-02 11:09:28,622 fill_mydatabase.py  INFO  (159, 'user159', 'user159@gmail.com', 79500, 'Female', 'Mumbai')
2020-04-02 11:09:28,629 fill_mydatabase.py  INFO  (160, 'user160', 'user160@gmail.com', 80000, 'Male', 'Ahmedabad')
2020-04-02 11:09:28,633 fill_mydatabase.py  INFO  (161, 'user161', 'user161@gmail.com', 80500, 'Female', 'Mumbai')
2020-04-02 11:09:28,638 fill_mydatabase.py  INFO  (162, 'user162', 'user162@gmail.com', 81000, 'Male', 'Mumbai')
2020-04-02 11:09:28,643 fill_mydatabase.py  INFO  (163, 'user163', 'user163@gmail.com', 81500, 'Male', 'Pune')
2020-04-02 11:09:28,650 fill_mydatabase.py  INFO  (164, 'user164', 'user164@gmail.com', 82000, 'Female', 'Hyderabad')
2020-04-02 11:09:28,654 fill_mydatabase.py  INFO  (165, 'user165', 'user165@gmail.com', 82500, 'Male', 'Chennai')
2020-04-02 11:09:28,660 fill_mydatabase.py  INFO  (166, 'user166', 'user166@gmail.com', 83000, 'Female', 'Mumbai')
2020-04-02 11:09:28,665 fill_mydatabase.py  INFO  (167, 'user167', 'user167@gmail.com', 83500, 'Female', 'Bangalore')
2020-04-02 11:09:28,671 fill_mydatabase.py  INFO  (168, 'user168', 'user168@gmail.com', 84000, 'Female', 'Hyderabad')
2020-04-02 11:09:28,676 fill_mydatabase.py  INFO  (169, 'user169', 'user169@gmail.com', 84500, 'Male', 'Ahmedabad')
2020-04-02 11:09:28,683 fill_mydatabase.py  INFO  (170, 'user170', 'user170@gmail.com', 85000, 'Female', 'Chennai')
2020-04-02 11:09:28,689 fill_mydatabase.py  INFO  (171, 'user171', 'user171@gmail.com', 85500, 'Male', 'Bangalore')
2020-04-02 11:09:28,693 fill_mydatabase.py  INFO  (172, 'user172', 'user172@gmail.com', 86000, 'Male', 'Hyderabad')
2020-04-02 11:09:28,700 fill_mydatabase.py  INFO  (173, 'user173', 'user173@gmail.com', 86500, 'Male', 'Ahmedabad')
2020-04-02 11:09:28,705 fill_mydatabase.py  INFO  (174, 'user174', 'user174@gmail.com', 87000, 'Male', 'Mumbai')
2020-04-02 11:09:28,710 fill_mydatabase.py  INFO  (175, 'user175', 'user175@gmail.com', 87500, 'Male', 'Bangalore')
2020-04-02 11:09:28,716 fill_mydatabase.py  INFO  (176, 'user176', 'user176@gmail.com', 88000, 'Male', 'Hyderabad')
2020-04-02 11:09:28,721 fill_mydatabase.py  INFO  (177, 'user177', 'user177@gmail.com', 88500, 'Male', 'Hyderabad')
2020-04-02 11:09:28,726 fill_mydatabase.py  INFO  (178, 'user178', 'user178@gmail.com', 89000, 'Male', 'Bangalore')
2020-04-02 11:09:28,732 fill_mydatabase.py  INFO  (179, 'user179', 'user179@gmail.com', 89500, 'Female', 'Pune')
2020-04-02 11:09:28,737 fill_mydatabase.py  INFO  (180, 'user180', 'user180@gmail.com', 90000, 'Female', 'Chennai')
2020-04-02 11:09:28,742 fill_mydatabase.py  INFO  (181, 'user181', 'user181@gmail.com', 90500, 'Female', 'Ahmedabad')
2020-04-02 11:09:28,748 fill_mydatabase.py  INFO  (182, 'user182', 'user182@gmail.com', 91000, 'Female', 'Ahmedabad')
2020-04-02 11:09:28,757 fill_mydatabase.py  INFO  (183, 'user183', 'user183@gmail.com', 91500, 'Male', 'Mumbai')
2020-04-02 11:09:28,762 fill_mydatabase.py  INFO  (184, 'user184', 'user184@gmail.com', 92000, 'Female', 'Chennai')
2020-04-02 11:09:28,767 fill_mydatabase.py  INFO  (185, 'user185', 'user185@gmail.com', 92500, 'Female', 'Chennai')
2020-04-02 11:09:28,772 fill_mydatabase.py  INFO  (186, 'user186', 'user186@gmail.com', 93000, 'Female', 'Bangalore')
2020-04-02 11:09:28,778 fill_mydatabase.py  INFO  (187, 'user187', 'user187@gmail.com', 93500, 'Male', 'Bangalore')
2020-04-02 11:09:28,784 fill_mydatabase.py  INFO  (188, 'user188', 'user188@gmail.com', 94000, 'Male', 'Mumbai')
2020-04-02 11:09:28,789 fill_mydatabase.py  INFO  (189, 'user189', 'user189@gmail.com', 94500, 'Female', 'Mumbai')
2020-04-02 11:09:28,795 fill_mydatabase.py  INFO  (190, 'user190', 'user190@gmail.com', 95000, 'Male', 'Bangalore')
2020-04-02 11:09:28,801 fill_mydatabase.py  INFO  (191, 'user191', 'user191@gmail.com', 95500, 'Male', 'Mumbai')
2020-04-02 11:09:28,809 fill_mydatabase.py  INFO  (192, 'user192', 'user192@gmail.com', 96000, 'Female', 'Mumbai')
2020-04-02 11:09:28,814 fill_mydatabase.py  INFO  (193, 'user193', 'user193@gmail.com', 96500, 'Male', 'Chennai')
2020-04-02 11:09:28,821 fill_mydatabase.py  INFO  (194, 'user194', 'user194@gmail.com', 97000, 'Male', 'Mumbai')
2020-04-02 11:09:28,827 fill_mydatabase.py  INFO  (195, 'user195', 'user195@gmail.com', 97500, 'Female', 'Chennai')
2020-04-02 11:09:28,833 fill_mydatabase.py  INFO  (196, 'user196', 'user196@gmail.com', 98000, 'Female', 'Chennai')
2020-04-02 11:09:28,839 fill_mydatabase.py  INFO  (197, 'user197', 'user197@gmail.com', 98500, 'Female', 'Hyderabad')
2020-04-02 11:09:28,846 fill_mydatabase.py  INFO  (198, 'user198', 'user198@gmail.com', 99000, 'Male', 'Ahmedabad')
2020-04-02 11:09:28,856 fill_mydatabase.py  INFO  (199, 'user199', 'user199@gmail.com', 99500, 'Male', 'Ahmedabad')
2020-04-02 11:09:28,862 fill_mydatabase.py  INFO  (200, 'user200', 'user200@gmail.com', 100000, 'Male', 'Ahmedabad')
2020-04-02 11:09:28,868 fill_mydatabase.py  INFO  (201, 'user201', 'user201@gmail.com', 100500, 'Female', 'Hyderabad')
2020-04-02 11:09:28,874 fill_mydatabase.py  INFO  (202, 'user202', 'user202@gmail.com', 101000, 'Female', 'Ahmedabad')
2020-04-02 11:09:28,881 fill_mydatabase.py  INFO  (203, 'user203', 'user203@gmail.com', 101500, 'Male', 'Bangalore')
2020-04-02 11:09:28,886 fill_mydatabase.py  INFO  (204, 'user204', 'user204@gmail.com', 102000, 'Male', 'Bangalore')
2020-04-02 11:09:28,893 fill_mydatabase.py  INFO  (205, 'user205', 'user205@gmail.com', 102500, 'Male', 'Chennai')
2020-04-02 11:09:28,898 fill_mydatabase.py  INFO  (206, 'user206', 'user206@gmail.com', 103000, 'Female', 'Bangalore')
2020-04-02 11:09:28,905 fill_mydatabase.py  INFO  (207, 'user207', 'user207@gmail.com', 103500, 'Male', 'Pune')
2020-04-02 11:09:28,911 fill_mydatabase.py  INFO  (208, 'user208', 'user208@gmail.com', 104000, 'Male', 'Chennai')
